time,P,
20060103:0800,0,
20060103:0900,0,
20060103:1000,0,
20060103:1100,0,
20060103:1200,62.81,
20060103:1300,163.33,
20060103:1400,436.76,
20060103:1500,286.56,
20060103:1600,514.04,
20060103:1700,524.04,
20060103:1800,531.12,
20060103:1900,651.44,
20060103:2000,380.09,
20060103:2100,79.78,
20060103:2200,0,
20060103:2300,0,
20060104:0000,0,
20060104:0100,0,
20060104:0200,0,
20060104:0300,0,
20060104:0400,0,
20060104:0500,0,
20060104:0600,0,
20060104:0700,0,
20060104:0800,0,
20060104:0900,0,
20060104:1000,0,
20060104:1100,0,
20060104:1200,3.82,
20060104:1300,159.55,
20060104:1400,438.67,
20060104:1500,237.28,
20060104:1600,350.91,
20060104:1700,305.07,
20060104:1800,310.31,
20060104:1900,474.03,
20060104:2000,92.35,
20060104:2100,2.18,
20060104:2200,0,
20060104:2300,0,
20060105:0000,0,
20060105:0100,0,
20060105:0200,0,
20060105:0300,0,
20060105:0400,0,
20060105:0500,0,
20060105:0600,0,
20060105:0700,0,
20060105:0800,0,
20060105:0900,0,
20060105:1000,0,
20060105:1100,0,
20060105:1200,69.87,
20060105:1300,220.3,
20060105:1400,398.04,
20060105:1500,475.67,
20060105:1600,452.36,
20060105:1700,384.14,
20060105:1800,471.79,
20060105:1900,452.36,
20060105:2000,116.64,
20060105:2100,321.67,
20060105:2200,0,
20060105:2300,0,
20060106:0000,0,
20060106:0100,0,
20060106:0200,0,
20060106:0300,0,
20060106:0400,0,
20060106:0500,0,
20060106:0600,0,
20060106:0700,0,
20060106:0800,0,
20060106:0900,0,
20060106:1000,0,
20060106:1100,0.82,
20060106:1200,70.23,
20060106:1300,172.17,
20060106:1400,340.49,
20060106:1500,410.95,
20060106:1600,354.05,
20060106:1700,390.46,
20060106:1800,401.41,
20060106:1900,250.65,
20060106:2000,524.49,
20060106:2100,60.28,
20060106:2200,0,
20060106:2300,0,
20060107:0000,0,
20060107:0100,0,
20060107:0200,0,
20060107:0300,0,
20060107:0400,0,
20060107:0500,0,
20060107:0600,0,
20060107:0700,0,
20060107:0800,0,
20060107:0900,0,
20060107:1000,0,
20060107:1100,0.05,
20060107:1200,55.62,
20060107:1300,235.09,
20060107:1400,274.76,
20060107:1500,459.75,
20060107:1600,203.03,
20060107:1700,184.28,
20060107:1800,336.7,
20060107:1900,416.89,
20060107:2000,176.91,
20060107:2100,91.56,
20060107:2200,0,
20060107:2300,0,
20060108:0000,0,
20060108:0100,0,
20060108:0200,0,
20060108:0300,0,
20060108:0400,0,
20060108:0500,0,
20060108:0600,0,
20060108:0700,0,
20060108:0800,0,
20060108:0900,0,
20060108:1000,0,
20060108:1100,2.19,
20060108:1200,48.35,
20060108:1300,239.61,
20060108:1400,445.7,
20060108:1500,604.71,
20060108:1600,395.66,
20060108:1700,466.35,
20060108:1800,537.7,
20060108:1900,446.9,
20060108:2000,540.87,
20060108:2100,74.52,
20060108:2200,0,
20060108:2300,0,
20060109:0000,0,
20060109:0100,0,
20060109:0200,0,
20060109:0300,0,
20060109:0400,0,
20060109:0500,0,
20060109:0600,0,
20060109:0700,0,
20060109:0800,0,
20060109:0900,0,
20060109:1000,0,
20060109:1100,2.21,
20060109:1200,47.95,
20060109:1300,239.01,
20060109:1400,443.78,
20060109:1500,600.74,
20060109:1600,703.03,
20060109:1700,462.74,
20060109:1800,282.42,
20060109:1900,666.49,
20060109:2000,535.61,
20060109:2100,337.19,
20060109:2200,0,
20060109:2300,0,
20060110:0000,0,
20060110:0100,0,
20060110:0200,0,
20060110:0300,0,
20060110:0400,0,
20060110:0500,0,
20060110:0600,0,
20060110:0700,0,
20060110:0800,0,
20060110:0900,0,
20060110:1000,0,
20060110:1100,2.19,
20060110:1200,46.59,
20060110:1300,236.35,
20060110:1400,441.85,
20060110:1500,601.36,
20060110:1600,703.7,
20060110:1700,749.04,
20060110:1800,458.2,
20060110:1900,318.93,
20060110:2000,538.56,
20060110:2100,342.65,
20060110:2200,0,
20060110:2300,0,
20060111:0000,0,
20060111:0100,0,
20060111:0200,0,
20060111:0300,0,
20060111:0400,0,
20060111:0500,0,
20060111:0600,0,
20060111:0700,0,
20060111:0800,0,
20060111:0900,0,
20060111:1000,0,
20060111:1100,1.71,
20060111:1200,70.54,
20060111:1300,235.71,
20060111:1400,440.64,
20060111:1500,407.62,
20060111:1600,526.37,
20060111:1700,745.7,
20060111:1800,733.77,
20060111:1900,667.48,
20060111:2000,537.71,
20060111:2100,343.02,
20060111:2200,0,
20060111:2300,0,
20060112:0000,0,
20060112:0100,0,
20060112:0200,0,
20060112:0300,0,
20060112:0400,0,
20060112:0500,0,
20060112:0600,0,
20060112:0700,0,
20060112:0800,0,
20060112:0900,0,
20060112:1000,0,
20060112:1100,1.7,
20060112:1200,44.93,
20060112:1300,148.22,
20060112:1400,435.27,
20060112:1500,591.68,
20060112:1600,694.31,
20060112:1700,740.68,
20060112:1800,204.63,
20060112:1900,662.21,
20060112:2000,532.98,
20060112:2100,338.12,
20060112:2200,0,
20060112:2300,0,
20060113:0000,0,
20060113:0100,0,
20060113:0200,0,
20060113:0300,0,
20060113:0400,0,
20060113:0500,0,
20060113:0600,0,
20060113:0700,0,
20060113:0800,0,
20060113:0900,0,
20060113:1000,0,
20060113:1100,1.24,
20060113:1200,44.33,
20060113:1300,230.53,
20060113:1400,434.59,
20060113:1500,592.8,
20060113:1600,695.58,
20060113:1700,741.01,
20060113:1800,442.16,
20060113:1900,662.73,
20060113:2000,535.89,
20060113:2100,341.04,
20060113:2200,34.88,
20060113:2300,0,
20060114:0000,0,
20060114:0100,0,
20060114:0200,0,
20060114:0300,0,
20060114:0400,0,
20060114:0500,0,
20060114:0600,0,
20060114:0700,0,
20060114:0800,0,
20060114:0900,0,
20060114:1000,0,
20060114:1100,1.23,
20060114:1200,43.85,
20060114:1300,229.68,
20060114:1400,189.5,
20060114:1500,365.92,
20060114:1600,263.05,
20060114:1700,745.78,
20060114:1800,733.86,
20060114:1900,665.42,
20060114:2000,536.47,
20060114:2100,343.49,
20060114:2200,33.45,
20060114:2300,0,
20060115:0000,0,
20060115:0100,0,
20060115:0200,0,
20060115:0300,0,
20060115:0400,0,
20060115:0500,0,
20060115:0600,0,
20060115:0700,0,
20060115:0800,0,
20060115:0900,0,
20060115:1000,0,
20060115:1100,1.24,
20060115:1200,43.47,
20060115:1300,229.35,
20060115:1400,433.97,
20060115:1500,592.32,
20060115:1600,510.99,
20060115:1700,339.8,
20060115:1800,263.33,
20060115:1900,664.82,
20060115:2000,6.58,
20060115:2100,1.24,
20060115:2200,32.92,
20060115:2300,0,
20060116:0000,0,
20060116:0100,0,
20060116:0200,0,
20060116:0300,0,
20060116:0400,0,
20060116:0500,0,
20060116:0600,0,
20060116:0700,0,
20060116:0800,0,
20060116:0900,0,
20060116:1000,0,
20060116:1100,0.05,
20060116:1200,68.93,
20060116:1300,231.65,
20060116:1400,363.2,
20060116:1500,451.42,
20060116:1600,467.26,
20060116:1700,396.95,
20060116:1800,556.03,
20060116:1900,449.47,
20060116:2000,551.46,
20060116:2100,356.63,
20060116:2200,43.7,
20060116:2300,0,
20060117:0000,0,
20060117:0100,0,
20060117:0200,0,
20060117:0300,0,
20060117:0400,0,
20060117:0500,0,
20060117:0600,0,
20060117:0700,0,
20060117:0800,0,
20060117:0900,0,
20060117:1000,0,
20060117:1100,1.24,
20060117:1200,64.81,
20060117:1300,162.13,
20060117:1400,375.37,
20060117:1500,421.26,
20060117:1600,505.77,
20060117:1700,591.36,
20060117:1800,516.38,
20060117:1900,411.29,
20060117:2000,119.81,
20060117:2100,60.07,
20060117:2200,8.96,
20060117:2300,0,
20060118:0000,0,
20060118:0100,0,
20060118:0200,0,
20060118:0300,0,
20060118:0400,0,
20060118:0500,0,
20060118:0600,0,
20060118:0700,0,
20060118:0800,0,
20060118:0900,0,
20060118:1000,0,
20060118:1100,0.81,
20060118:1200,69.17,
20060118:1300,232.77,
20060118:1400,442.47,
20060118:1500,604.42,
20060118:1600,710.46,
20060118:1700,760.46,
20060118:1800,751.63,
20060118:1900,169.59,
20060118:2000,59.08,
20060118:2100,367.32,
20060118:2200,42.91,
20060118:2300,0,
20060119:0000,0,
20060119:0100,0,
20060119:0200,0,
20060119:0300,0,
20060119:0400,0,
20060119:0500,0,
20060119:0600,0,
20060119:0700,0,
20060119:0800,0,
20060119:0900,0,
20060119:1000,0,
20060119:1100,0.83,
20060119:1200,20.53,
20060119:1300,212.31,
20060119:1400,116.53,
20060119:1500,489.58,
20060119:1600,512.05,
20060119:1700,263.02,
20060119:1800,521.87,
20060119:1900,205.82,
20060119:2000,368.55,
20060119:2100,6.66,
20060119:2200,33.23,
20060119:2300,0,
20060120:0000,0,
20060120:0100,0,
20060120:0200,0,
20060120:0300,0,
20060120:0400,0,
20060120:0500,0,
20060120:0600,0,
20060120:0700,0,
20060120:0800,0,
20060120:0900,0,
20060120:1000,0,
20060120:1100,0.83,
20060120:1200,42.68,
20060120:1300,230.6,
20060120:1400,343.34,
20060120:1500,599.78,
20060120:1600,428.13,
20060120:1700,756.98,
20060120:1800,749.77,
20060120:1900,685.31,
20060120:2000,558.67,
20060120:2100,364.08,
20060120:2200,31.49,
20060120:2300,0,
20060121:0000,0,
20060121:0100,0,
20060121:0200,0,
20060121:0300,0,
20060121:0400,0,
20060121:0500,0,
20060121:0600,0,
20060121:0700,0,
20060121:0800,0,
20060121:0900,0,
20060121:1000,0,
20060121:1100,0.82,
20060121:1200,41.78,
20060121:1300,155.5,
20060121:1400,320.47,
20060121:1500,259.67,
20060121:1600,411.98,
20060121:1700,518.49,
20060121:1800,229.64,
20060121:1900,197.65,
20060121:2000,548.87,
20060121:2100,355.97,
20060121:2200,30.41,
20060121:2300,0,
20060122:0000,0,
20060122:0100,0,
20060122:0200,0,
20060122:0300,0,
20060122:0400,0,
20060122:0500,0,
20060122:0600,0,
20060122:0700,0,
20060122:0800,0,
20060122:0900,0,
20060122:1000,0,
20060122:1100,0.81,
20060122:1200,63.9,
20060122:1300,225.85,
20060122:1400,434.29,
20060122:1500,597.28,
20060122:1600,707.07,
20060122:1700,760.27,
20060122:1800,217.21,
20060122:1900,690.57,
20060122:2000,563.7,
20060122:2100,11.19,
20060122:2200,31.15,
20060122:2300,0,
20060123:0000,0,
20060123:0100,0,
20060123:0200,0,
20060123:0300,0,
20060123:0400,0,
20060123:0500,0,
20060123:0600,0,
20060123:0700,0,
20060123:0800,0,
20060123:0900,0,
20060123:1000,0,
20060123:1100,0.81,
20060123:1200,56.31,
20060123:1300,228.19,
20060123:1400,438.61,
20060123:1500,604.4,
20060123:1600,310.63,
20060123:1700,553.97,
20060123:1800,756.99,
20060123:1900,312.73,
20060123:2000,564.91,
20060123:2100,369.72,
20060123:2200,30.78,
20060123:2300,0,
20060124:0000,0,
20060124:0100,0,
20060124:0200,0,
20060124:0300,0,
20060124:0400,0,
20060124:0500,0,
20060124:0600,0,
20060124:0700,0,
20060124:0800,0,
20060124:0900,0,
20060124:1000,0,
20060124:1100,0,
20060124:1200,53.01,
20060124:1300,199.85,
20060124:1400,297.46,
20060124:1500,171.51,
20060124:1600,457.43,
20060124:1700,393.33,
20060124:1800,291.31,
20060124:1900,110.93,
20060124:2000,562.24,
20060124:2100,367.4,
20060124:2200,30.91,
20060124:2300,0,
20060125:0000,0,
20060125:0100,0,
20060125:0200,0,
20060125:0300,0,
20060125:0400,0,
20060125:0500,0,
20060125:0600,0,
20060125:0700,0,
20060125:0800,0,
20060125:0900,0,
20060125:1000,0,
20060125:1100,0.41,
20060125:1200,47.3,
20060125:1300,225.1,
20060125:1400,239.28,
20060125:1500,422.75,
20060125:1600,297.54,
20060125:1700,87.95,
20060125:1800,294.68,
20060125:1900,124.66,
20060125:2000,560.04,
20060125:2100,367.14,
20060125:2200,44.92,
20060125:2300,0,
20060126:0000,0,
20060126:0100,0,
20060126:0200,0,
20060126:0300,0,
20060126:0400,0,
20060126:0500,0,
20060126:0600,0,
20060126:0700,0,
20060126:0800,0,
20060126:0900,0,
20060126:1000,0,
20060126:1100,0,
20060126:1200,41.05,
20060126:1300,225.59,
20060126:1400,347.12,
20060126:1500,461.84,
20060126:1600,477,
20060126:1700,481.21,
20060126:1800,372.19,
20060126:1900,256.36,
20060126:2000,351.12,
20060126:2100,364.03,
20060126:2200,30.56,
20060126:2300,0,
20060127:0000,0,
20060127:0100,0,
20060127:0200,0,
20060127:0300,0,
20060127:0400,0,
20060127:0500,0,
20060127:0600,0,
20060127:0700,0,
20060127:0800,0,
20060127:0900,0,
20060127:1000,0,
20060127:1100,0.4,
20060127:1200,40.72,
20060127:1300,127.58,
20060127:1400,121.86,
20060127:1500,354.19,
20060127:1600,704.85,
20060127:1700,757.05,
20060127:1800,257.69,
20060127:1900,157.32,
20060127:2000,560.75,
20060127:2100,367.45,
20060127:2200,10.81,
20060127:2300,0,
20060128:0000,0,
20060128:0100,0,
20060128:0200,0,
20060128:0300,0,
20060128:0400,0,
20060128:0500,0,
20060128:0600,0,
20060128:0700,0,
20060128:0800,0,
20060128:0900,0,
20060128:1000,0,
20060128:1100,0,
20060128:1200,68.55,
20060128:1300,196.19,
20060128:1400,433.54,
20060128:1500,291.55,
20060128:1600,382.73,
20060128:1700,278.45,
20060128:1800,761.79,
20060128:1900,496.55,
20060128:2000,351.95,
20060128:2100,286.75,
20060128:2200,31.65,
20060128:2300,0,
20060129:0000,0,
20060129:0100,0,
20060129:0200,0,
20060129:0300,0,
20060129:0400,0,
20060129:0500,0,
20060129:0600,0,
20060129:0700,0,
20060129:0800,0,
20060129:0900,0,
20060129:1000,0,
20060129:1100,0.05,
20060129:1200,51.97,
20060129:1300,227.13,
20060129:1400,279.47,
20060129:1500,430.35,
20060129:1600,715.18,
20060129:1700,438.23,
20060129:1800,526.38,
20060129:1900,695.89,
20060129:2000,568.49,
20060129:2100,372.9,
20060129:2200,33.02,
20060129:2300,0,
20060130:0000,0,
20060130:0100,0,
20060130:0200,0,
20060130:0300,0,
20060130:0400,0,
20060130:0500,0,
20060130:0600,0,
20060130:0700,0,
20060130:0800,0,
20060130:0900,0,
20060130:1000,0,
20060130:1100,0.82,
20060130:1200,43.6,
20060130:1300,232.42,
20060130:1400,444.62,
20060130:1500,608.66,
20060130:1600,717.57,
20060130:1700,768.07,
20060130:1800,760.09,
20060130:1900,698.24,
20060130:2000,572.95,
20060130:2100,380.9,
20060130:2200,34.28,
20060130:2300,0,
20060131:0000,0,
20060131:0100,0,
20060131:0200,0,
20060131:0300,0,
20060131:0400,0,
20060131:0500,0,
20060131:0600,0,
20060131:0700,0,
20060131:0800,0,
20060131:0900,0,
20060131:1000,0,
20060131:1100,0.82,
20060131:1200,44.23,
20060131:1300,232.05,
20060131:1400,145.48,
20060131:1500,291.08,
20060131:1600,404.27,
20060131:1700,316.64,
20060131:1800,407.44,
20060131:1900,353.11,
20060131:2000,566.62,
20060131:2100,373.41,
20060131:2200,33.35,
20060131:2300,0,
20060201:0000,0,
20060201:0100,0,
20060201:0200,0,
20060201:0300,0,
20060201:0400,0,
20060201:0500,0,
20060201:0600,0,
20060201:0700,0,
20060201:0800,0,
20060201:0900,0,
20060201:1000,0,
20060201:1100,0.83,
20060201:1200,43.74,
20060201:1300,180.73,
20060201:1400,216.47,
20060201:1500,604.46,
20060201:1600,711.82,
20060201:1700,406.08,
20060201:1800,751.22,
20060201:1900,686.63,
20060201:2000,560.61,
20060201:2100,367.83,
20060201:2200,33.32,
20060201:2300,0,
20060202:0000,0,
20060202:0100,0,
20060202:0200,0,
20060202:0300,0,
20060202:0400,0,
20060202:0500,0,
20060202:0600,0,
20060202:0700,0,
20060202:0800,0,
20060202:0900,0,
20060202:1000,0,
20060202:1100,0.81,
20060202:1200,70.04,
20060202:1300,117.64,
20060202:1400,124.68,
20060202:1500,332.57,
20060202:1600,313.96,
20060202:1700,528.36,
20060202:1800,387.1,
20060202:1900,288.82,
20060202:2000,217.2,
20060202:2100,367.43,
20060202:2200,33.44,
20060202:2300,0,
20060203:0000,0,
20060203:0100,0,
20060203:0200,0,
20060203:0300,0,
20060203:0400,0,
20060203:0500,0,
20060203:0600,0,
20060203:0700,0,
20060203:0800,0,
20060203:0900,0,
20060203:1000,0,
20060203:1100,0.81,
20060203:1200,68.4,
20060203:1300,229.55,
20060203:1400,283.85,
20060203:1500,442.82,
20060203:1600,520.2,
20060203:1700,521.49,
20060203:1800,581.21,
20060203:1900,486.28,
20060203:2000,359.03,
20060203:2100,166.84,
20060203:2200,32.67,
20060203:2300,0,
20060204:0000,0,
20060204:0100,0,
20060204:0200,0,
20060204:0300,0,
20060204:0400,0,
20060204:0500,0,
20060204:0600,0,
20060204:0700,0,
20060204:0800,0,
20060204:0900,0,
20060204:1000,0,
20060204:1100,0,
20060204:1200,36.49,
20060204:1300,209.9,
20060204:1400,326.27,
20060204:1500,453.67,
20060204:1600,553.02,
20060204:1700,610.87,
20060204:1800,553,
20060204:1900,219.95,
20060204:2000,428.68,
20060204:2100,375.8,
20060204:2200,34.42,
20060204:2300,0,
20060205:0000,0,
20060205:0100,0,
20060205:0200,0,
20060205:0300,0,
20060205:0400,0,
20060205:0500,0,
20060205:0600,0,
20060205:0700,0,
20060205:0800,0,
20060205:0900,0,
20060205:1000,0,
20060205:1100,1.27,
20060205:1200,72.37,
20060205:1300,217.32,
20060205:1400,297.2,
20060205:1500,622.5,
20060205:1600,733.6,
20060205:1700,472.85,
20060205:1800,592.25,
20060205:1900,423.16,
20060205:2000,594.31,
20060205:2100,401.68,
20060205:2200,34.18,
20060205:2300,0,
20060206:0000,0,
20060206:0100,0,
20060206:0200,0,
20060206:0300,0,
20060206:0400,0,
20060206:0500,0,
20060206:0600,0,
20060206:0700,0,
20060206:0800,0,
20060206:0900,0,
20060206:1000,0,
20060206:1100,1.26,
20060206:1200,42.17,
20060206:1300,238.02,
20060206:1400,457.55,
20060206:1500,629.03,
20060206:1600,741.56,
20060206:1700,794.67,
20060206:1800,786.89,
20060206:1900,723.64,
20060206:2000,596.55,
20060206:2100,401.6,
20060206:2200,33.58,
20060206:2300,0,
20060207:0000,0,
20060207:0100,0,
20060207:0200,0,
20060207:0300,0,
20060207:0400,0,
20060207:0500,0,
20060207:0600,0,
20060207:0700,0,
20060207:0800,0,
20060207:0900,0,
20060207:1000,0,
20060207:1100,1.25,
20060207:1200,42.16,
20060207:1300,237.63,
20060207:1400,456.41,
20060207:1500,625.89,
20060207:1600,737.99,
20060207:1700,790.95,
20060207:1800,784.95,
20060207:1900,722.05,
20060207:2000,331.6,
20060207:2100,403.88,
20060207:2200,34.32,
20060207:2300,0,
20060208:0000,0,
20060208:0100,0,
20060208:0200,0,
20060208:0300,0,
20060208:0400,0,
20060208:0500,0,
20060208:0600,0,
20060208:0700,0,
20060208:0800,0,
20060208:0900,0,
20060208:1000,0,
20060208:1100,1.72,
20060208:1200,42.81,
20060208:1300,238.2,
20060208:1400,455.44,
20060208:1500,623.75,
20060208:1600,734.52,
20060208:1700,550.1,
20060208:1800,780.18,
20060208:1900,718.76,
20060208:2000,595.19,
20060208:2100,404.49,
20060208:2200,34.94,
20060208:2300,0,
20060209:0000,0,
20060209:0100,0,
20060209:0200,0,
20060209:0300,0,
20060209:0400,0,
20060209:0500,0,
20060209:0600,0,
20060209:0700,0,
20060209:0800,0,
20060209:0900,0,
20060209:1000,0,
20060209:1100,1.73,
20060209:1200,42.99,
20060209:1300,240.82,
20060209:1400,457.98,
20060209:1500,622.7,
20060209:1600,731.25,
20060209:1700,781.41,
20060209:1800,774.47,
20060209:1900,714.53,
20060209:2000,592.77,
20060209:2100,403.54,
20060209:2200,34.81,
20060209:2300,0,
20060210:0000,0,
20060210:0100,0,
20060210:0200,0,
20060210:0300,0,
20060210:0400,0,
20060210:0500,0,
20060210:0600,0,
20060210:0700,0,
20060210:0800,0,
20060210:0900,0,
20060210:1000,0,
20060210:1100,0.83,
20060210:1200,43.15,
20060210:1300,238.66,
20060210:1400,455.65,
20060210:1500,623.48,
20060210:1600,736.58,
20060210:1700,791.55,
20060210:1800,221.56,
20060210:1900,299.77,
20060210:2000,598.55,
20060210:2100,405.92,
20060210:2200,35.12,
20060210:2300,0,
20060211:0000,0,
20060211:0100,0,
20060211:0200,0,
20060211:0300,0,
20060211:0400,0,
20060211:0500,0,
20060211:0600,0,
20060211:0700,0,
20060211:0800,0,
20060211:0900,0,
20060211:1000,0,
20060211:1100,2.2,
20060211:1200,43.81,
20060211:1300,239.88,
20060211:1400,457.24,
20060211:1500,625.89,
20060211:1600,478.19,
20060211:1700,784.63,
20060211:1800,775.36,
20060211:1900,713.99,
20060211:2000,590.18,
20060211:2100,399.86,
20060211:2200,34.91,
20060211:2300,0,
